1:06:05:14:00,18,14
1:06:05:26:00,18,14
1:06:05:36:00,0,18
1:06:05:38:00,18,14
1:06:05:44:00,0,18
1:06:05:46:00,18,0
1:06:05:48:00,0,18
1:06:05:56:00,0,18
1:06:05:58:00,18,0
1:06:06:00:00,0,18
1:06:06:08:00,0,18
1:06:06:10:00,18,0
1:06:06:20:00,0,18
1:06:06:21:00,18,14
1:06:06:22:00,0,18
1:06:06:22:00,18,0
1:06:06:32:00,0,18
1:06:06:33:00,18,0
1:06:06:42:00,0,18
1:06:06:43:00,18,0
1:06:06:52:00,0,18
1:06:06:53:00,18,0
1:06:07:02:00,0,18
1:06:07:03:00,18,0
1:06:07:12:00,0,18
1:06:07:13:00,18,0
1:06:07:22:00,0,18
1:06:07:23:00,18,0
1:06:07:32:00,0,18
1:06:07:33:00,18,0
1:06:07:42:00,0,18
1:06:07:43:00,18,0
1:06:07:52:00,0,18
1:06:07:53:00,18,0
1:06:08:02:00,0,18
1:06:08:03:00,18,0
1:06:08:12:00,0,18
1:06:08:13:00,18,0
1:06:08:22:00,0,18
1:06:08:23:00,18,0
1:06:08:32:00,0,18
1:06:08:33:00,18,0
1:06:08:42:00,0,18
1:06:08:43:00,18,0
1:06:08:52:00,0,18
1:06:08:53:00,18,0
1:06:09:02:00,0,18
1:06:09:03:00,18,0
1:06:09:12:00,0,18
1:06:09:13:00,18,0
1:06:09:22:00,0,18
1:06:09:23:00,18,0
1:06:09:32:00,0,18
1:06:09:33:00,18,0
1:06:09:42:00,0,18
1:06:09:43:00,18,0
1:06:09:52:00,0,18
1:06:09:53:00,18,0
1:06:17:02:00,0,18
1:06:17:05:00,18,0
1:06:17:12:00,0,18
1:06:17:15:00,18,0
1:06:17:22:00,0,18
1:06:17:25:00,18,0
1:06:17:32:00,0,18
1:06:17:35:00,18,0
1:06:17:42:00,0,18
1:06:17:44:00,18,0
1:06:17:52:00,0,18
1:06:17:54:00,18,0
1:06:18:02:00,0,18
1:06:18:04:00,18,0
1:06:18:12:00,0,18
1:06:18:14:00,18,0
1:06:18:22:00,0,18
1:06:18:24:00,18,0
1:06:18:32:00,0,18
1:06:18:35:00,18,0
1:06:18:42:00,0,18
1:06:18:45:00,18,0
1:06:18:52:00,0,18
1:06:18:55:00,18,0
1:06:19:02:00,0,18
1:06:19:05:00,18,0
1:06:19:12:00,0,18
1:06:19:15:00,18,0
1:06:19:22:00,0,18
1:06:19:25:00,18,0
1:06:19:32:00,0,18
1:06:19:37:00,18,0
1:06:19:43:00,0,18
1:06:19:49:00,18,0
1:06:19:55:00,0,18
1:06:20:01:00,18,0
1:06:20:07:00,0,18
1:06:20:08:00,18,0
1:06:20:13:00,18,0
1:06:20:19:00,0,18
1:06:20:24:00,18,0
1:06:20:31:00,0,18
1:06:20:36:00,18,0
1:06:20:43:00,0,18
1:06:20:48:00,18,0
1:06:20:55:00,0,18
1:06:21:00:00,18,0
1:06:21:07:00,0,18
1:06:21:12:00,18,0
1:06:21:19:00,0,18
1:06:21:24:00,18,0
1:06:21:31:00,0,18
1:06:21:36:00,18,0
1:06:21:43:00,0,18
1:06:21:48:00,18,0
1:06:21:55:00,0,18
1:06:22:00:00,18,0
1:06:22:07:00,0,18
1:06:22:12:00,0,18
1:06:22:12:00,18,0
1:06:22:20:00,0,18
1:06:22:24:00,18,0
1:06:22:32:00,0,18
1:06:22:36:00,18,0
1:06:22:44:00,0,18
1:06:22:48:00,18,0
1:06:22:56:00,0,18
1:06:23:00:00,18,0
1:06:23:08:00,0,18
1:06:23:20:00,0,18
1:06:23:32:00,0,18
